"NU_INSCRICAO","NU_NOTA_MT"
"96715a069fbcb2e84b26a01563921962ccc4601e","2.4151728125008276"
"923538833160e8432636c88e8119378a43b3d766","448.4205965826051"
"aacb834258765a2959ee63c57d2be4923d11a696","456.1918275214632"
"c32e484025571dd94255a77f21de08ab8d2aaba8","469.28044753655473"
"d425deeec0a3c7006f14d732eff8933d5155067f","472.0203509006456"
"f7e7aa93db083d1f25b43cccf4ad2c03a7953cd3","465.4358668885129"
"716a178e9a6f7791b820da77879943ac9040a547","451.5621252741904"
"430212cd8767ef2bff8cda0f61729203fef7523e","437.568314982309"
"e97d33221238e445688a0e984778d4ecac788be2","495.17097390260847"
"695c9481580951d830c4431fc6c9dee778ba9ca1","2.4151728125008276"
"4bc5712bdb9067b1814e969e71d5cdad59bb38d4","493.40304270609147"
"0411742cbb54fe1b6927b25f0bb52b885828c828","446.3184912704052"
"780505a9d5fc3c6da53686c0cc8bd871f4db00bc","422.76781734921667"
"bc40729846bf209b06e2a9a890e01d4e6780f5b4","2.4151728125008276"
"e4e7a38b58319ad0a5cde4848622b21783c907e9","474.2428831861138"
"9c5a0a82074c75cb072752d71da42b9c6c27b0a3","575.3905423616825"
"aec1b63c3f0c9554e533752d8fe138ca82101d4a","441.3736849562574"
"4cc0fd1efaa148872a1f9edc1b44efef48c91c2b","473.13903086300473"
"4b48d500ba4410546ce01f7f6d44bcbafa73994f","433.38870693024273"
"edf33c347c866d26872f540bcc1f6ae415f3294c","460.49548179771875"
"54f4e6037b9d1eb4a2a134306d37176787f1c1d3","505.5193612274363"
"3a265ea6ebdc4eb2520db912adf5592f03b3d634","412.5161128174929"
"99bfcef2dc3695a617f241bfd3b6ead3fd653d41","2.4151728125008276"
"0ade5488fd62db34c11a369bdbb4327faacc1635","2.4151728125008276"
"e418fbb77e6ff4103205f3b7f6a66d53183d809b","453.963792763237"
"8ddbfe70cd41135cb6f125335a48d100789edbf7","415.1769491379615"
"fa2f4f80278ac5441ab2f2d8c02a9f920ba6c119","2.4151728125008276"
"1d3e406d0223d4cb0328850d689ba9fcadf62776","429.90226254796363"
"67d9e9d6629fff7ad9cdb0f1e48c76865637aa73","2.4151728125008276"
"ecaf075653faf2dcdf946c0ce50629f5083347c0","448.27536430568114"
"7a2bba61a48894f9bd6fc981f77f2b627b0d8ae6","486.22756059717835"
"d43894c5e83bb3a7e5000636295b0b050de19309","2.4151728125008276"
"5b7877d12550dd35d27a02b66a13f2a27bce11ca","433.8056880767257"
"18f800ec03e33ebad5fb97aa8465dd3e5961337e","440.376856211887"
"bb39cc6296f2c9da3963994899c5c34b50965720","2.4151728125008276"
"76facda8958cbaf5dba09a4d35d3b4de7596a49d","2.4151728125008276"
"b05356be088f726b5ba7e0b0a9aa1b5cf4157b2a","478.3582213458868"
"e887be276bf553575b20ed1a0de8833d9cb7e247","2.4151728125008276"
"cc8794762ffa592758b5117d67e0d02e2e8b9c49","499.8505523612452"
"894d277c608610fa8c31db531f64582b9569b2e9","436.7002425221067"
"b2e029961aa0f20071b74708e0d97e6f200ec582","455.85655208112075"
"12c7d85e168b09a0278df140a22bcb0052a59b0a","423.74043563062526"
"64c4892488a9c6281bdabf467a0b5a6382d248e6","464.54164809168583"
"944e790f6e64eccf6df361247858165f17dd7abb","2.4151728125008276"
"ac112e94587e6e4249b7182329ee5a5040ae94ea","519.6946418515386"
"a58cf11e498228f9aaca92b0c49f955a6163fb59","438.44451644933366"
"e8c84701c041b7f3b39f3125a0449fa633589fbe","488.5375630745306"
"af8dd560d9ea4adcfd0d2b6b5f81f95fad9c3222","590.9432061185657"
"c650c8f7cbe1a7b00f4edbcf43c8b97ce85d0d64","2.4151728125008276"
"ac9cc7dbe0e70fb6717aa371a23aa75e6594ec02","435.6357753673535"
"e64ad901853230e396be49311ea98121c348fac6","461.71732434898104"
"8532af19be3729ea233c1f29e4c015820fc7fb3a","472.47114730447714"
"6de1d7f2ad49d20e5782f8cacf4f0b677ff2d316","450.6155911329638"
"26853fd075fe27954772c3070997635b94f32b83","426.62505763917176"
"3159f29994dadd5cba1f94c3f3b9ac69e24c1cc2","524.1347452338649"
"574ec310dee846f9ae8eb278480257d463f6fbcc","464.8055868607371"
"ebb32b8df4ff9b202ba904f310724ce230cb4305","2.4151728125008276"
"8a46e35787225c3e7adef2b998ad9c93a952106b","503.22572253461374"
"b62bf908b504e8c6898777a7f5b88afed358caea","437.2226725370014"
"10d22971ca4f53fc62d02905809ff1c37fbb68fc","576.1095346440653"
"0efd9ad5eb41ad08e1f1af9fbe59eb5845323860","433.8710602794827"
"cad47b624b484cb16291449cee30707a46c20199","2.4151728125008276"
"8f2c4684ec70392c718c278b10b04ddfbd4ced1f","567.228134224623"
"bb6c0df09cb6663f142ce6da382b804353453af2","2.4151728125008276"
"c03f2bcf9ef69bcfdf270b6ffc6110408f0ead41","458.4214667634086"
"7bd0affe1bdd3681a0faecd80a3d48c023b986de","2.4151728125008276"
"d76614020539405f481c0f5ffb9e6f88a0bf21b7","445.5186368015263"
"5ce2df96a99343819ead41bf242044177439696d","2.4151728125008276"
"c7463ccdb0d2ad76b5823bfd016d420e02f4acc0","2.4151728125008276"
"a9216c3fc0c0bf14cda0ca26a71c205458b74896","2.4151728125008276"
"92acabe95cd7dd1ae1dd63547cde3a4939cf7e2e","496.0431290013244"
"ddbf5769bc4a6fb2aa16e5a031d8eb7796d1c04c","449.3008525846231"
"176b027cd932b17fcb6f119cfcef338a175062b8","409.9945810711793"
"41474f2dda61d97f38ba79906d3dbcce223d1bd1","507.9679307757492"
"421eb738f9e2ea73e5f4227c915762d6421102ac","2.4151728125008276"
"1c5a1514e6a5c44e5683ec01698a83ce474c2e4d","486.57349789841624"
"f113b266aeb3cb19dca62ae88de7cc55a13efbf1","2.9650786826935587"
"134d96275e3893946c3a0e1d59f86b336fe64f6e","2.4151728125008276"
"d4e97da32ccb6987ec074aa48c24ce949c05a78c","434.0097911372825"
"fa556e489987a0588e9a8edb5327e2bde1679670","2.4151728125008276"
"95c1d266a2524560761df98b376c17604733a6ad","524.8264234128934"
"c11c4303d2632cde64105a35554ecb77a8564260","462.51894937602935"
"30ddf113f77266181ef7bf57ea7d4ca3f505fec7","466.5467595104724"
"6d94e9582cfdb5d239f21b3ba08b619d81c5e8aa","530.4517348310334"
"3671441f51dc0c3d052e87d6b8beba46bb70bfeb","444.2220685984155"
"580c34923cbde328e0aef1641dd02033fc862c04","451.8077203741864"
"156e1fb82056b0f6953c443446eb4dcceed7c03b","2.4151728125008276"
"29d8bf198da9caa59047268faca60207da24d1b7","533.9220369559741"
"1b3f80a1cd9fff0408e96169fcaf006936b34fed","445.4956013204429"
"b5932043b62e0c58e16e2cc2c9d5489390e5c895","465.9761634365519"
"99092cc60948943c59d68d62ed81a75a03059113","457.1382315888522"
"fbfc631ae23a558d8dd92916cf2e8b5f923b0681","0.4614067588777857"
"dd69fca6f17420dc911016a79e70583ca7ea330d","438.4292335928027"
"d387995af060965fb9d18973f3dbf4904f071066","426.88972570009753"
"27dbf6c09f5e0f3756ad3e9ea156fbc330601a6a","463.4857451692908"
"543674772357cf9d8a7a8e7dfb89384af80ec30e","485.21571870742525"
"80a12b8a4c9df4ef4f78a33d41858b6f1ea24144","437.26465738951714"
"dc2699d27649dbe52ebbe10001c0bb5ba71310c0","2.4151728125008276"
"0736d379ea0962e316ce84cce8e883321be36abb","431.43993505693163"
"98cc842c547c69a0d27776e272fd8b61131b0b37","423.28029039537716"
"890b7696fa85ca2b3e90b3951efec2135e88d5cf","449.76304255662603"
"f3c4cd2f095979416fcac08d630fb1b1623ba5d6","715.309433254163"
"d84b48f7dc7a6e387e6e985525143589754c5b13","446.2165880027354"
"71c9f09a9ed64f1cf7ba1bef4a614ad21e00afc9","491.02670472646435"
"dc4fe9d4124d9278f58f6f999711116a3fe58be7","474.7342600004621"
"f6624d763619c0898b34dc02adf06f53a1721cd0","448.1963569552183"
"60b1c12559860e7ad966da4c4db5c78e17278fc0","489.0189717416274"
"a3f3dcb89101d86171f8bb4f4f57939717cf298a","2.4151728125008276"
"4f365503582b97ea96462d0d36895a5e7f5926df","435.09652006056285"
"c80869804effb21d50cc8fff3f4c27ba5521240c","414.3011944428447"
"d0f351638d60e84b890a498d69c9a7961cdcdf36","449.8363708770719"
"48e8ec135997ff3676648d5c144c3c7150a7bbb1","425.95537611930786"
"45484014aefd10ea3e4b08fb93e66c251709cca6","443.0446689864938"
"ccd8d735f7b3c980582f9086a6cae8b9ce8dea54","440.5595055101374"
"b2e2d1aa1a539b402da8b8fe52520fdf9ed7cdd9","418.2958394405827"
"25c9e3b023d4d32d0f15cb9041ea6b2bfbec6a63","571.3404281598866"
"0fb75ce5f51e8afaf504c75de131eb31f89faf4f","432.29267269194605"
"26e6e8cec21236dfc21cf98812a3d99a3f87d99b","546.9597786716575"
"c83c66733c5bd90a59996e473bb69e44f6522976","425.93497154489864"
"69c67ff1933e4fa099182bbcb24a229d0ad84d5d","2.4151728125008276"
"4c373daf5547a6292c4905696c148ec83f95f083","2.4151728125008276"
"4549620b5459bb28990580f4ca0b4c2adc5b1a68","2.4151728125008276"
"87f89c855f377c5b100ad2986cc6569e31d94a98","537.9825825182036"
"d0d8601aab147c191ae37365a930c1ed3eb0414b","2.4151728125008276"
"9a25537903e8e7eab1dfb357903d241e24e86fb8","2.4151728125008276"
"eaecf3dd32668664e1dcc2d6c7a69042824806a6","440.1559868985384"
"d19fa85793fcb8ae3126d10592c9c57d3b32971f","2.4151728125008276"
"c59b370d3aa06b68878c836bceac844953d74972","442.49098688057353"
"5a6d397150d1a9e9c82e120f92d1e782da34bddb","2.4151728125008276"
"b2128312e70fdb830091aecb6b27d82617e2e226","424.3386750549239"
"8257941af168c0cc15f28bd596fd922352dae732","430.4106063042717"
"854ce153823802674f35bbe1ec010b12e9b3a56f","436.44163371147096"
"27f1db4e266b154f6f7fbef9c225fab472652a7b","437.4472372510628"
"11b90bed4a05d11169f308370faf81d6e9ca2c4f","439.2315806099933"
"5c55b7aeae6cb75ec715b4629812175239e45c15","2.4151728125008276"
"1391c7de937e0fea2ad23ebb111e513bf2aca2af","2.4151728125008276"
"e9488c35627294cd8f5a809c0667aef7a3f0d465","2.4151728125008276"
"39c22d725a24b290af887b25175ae0a8d560db4b","2.4151728125008276"
"e001e1d73163c327a4d800697b1b36cd6921f60d","456.39494627972704"
"b83424ca8973e4b2eebf6eb9e26e842999432d22","420.82497563572707"
"202da3f471204ad489ebf0c3856437337534112d","2.4151728125008276"
"912d751c54b46c860c5ba61666fc6fc59ca2689d","409.5273029040752"
"8376d681a277c58f06ab633a06eaa66391126246","2.4151728125008276"
"e114f7b197069bde8e158a0dbeaa022dd0c4e280","444.26592059337605"
"fa84edf183bd459ea9394d77bdc191683a75ff66","559.0405478415098"
"76190ff09a736ff83169394b770699b2709c5a27","478.048020023654"
"515db15df8581ae72bb8e8358833016adee74e02","448.4256667430179"
"e2a05053c19e6fba60d0e582e6c7f371728a7106","454.34392947676383"
"66c14322296ac259374ec98c5c3bb2bd67ba25e9","2.4151728125008276"
"2378556841bc8d5746f2b94d6adefc2db20f9518","514.4446786720908"
"1e6d55d7b1f72e9b7a8ea53f60f9434f830bc49a","2.4151728125008276"
"796d558152d241567f8a72b535a5e36fe78886f3","442.1616570511251"
"1093edca7a04127a6e04570ee9cb58ef1bc0a69a","512.0313112086803"
"3c748fc7a94edb7ac1484373751ffa8574a3281d","432.912329174268"
"344a6fc8038e291a6371f94963d7a7f5e1c4d55b","411.32562016062684"
"92510f53e4c26c81c3bb41aa9b4e967d1697cd12","2.4151728125008276"
"10a1e8808e744c619376bff659f859cd71e8c41d","445.0706018466699"
"fc959dafc37dde3f173f083486d84ce5c817443f","438.9690364820599"
"6979d91c0a1903a336c640e14eed100821a0e24d","456.38101505188183"
"d4e37c4c1235ce014392f6c8ba0436f195b9e459","518.5266270026561"
"65ce75c2865eb4ae98e31b45fdc15f400d59e8cb","2.4151728125008276"
"565a955a60c6073157aa869c0351c626a7171ef3","525.1143977963984"
"5697c01ee87a008056ebc0993a1028b41a26d251","2.4151728125008276"
"99be797e423b5ae08fe342ea772738f71975df47","595.7075523474248"
"b579ea83f2d6c15b2c717d16a89827d65f39904b","467.63580583193124"
"e9373b5c22567bec508f2fa2580e4dc3ff687caa","525.8825950122103"
"a465af361b68bd536dd8bf61d522b9b21755ab60","532.3445818413453"
"c8feec2a94d996d03534ce935dec7a034667f107","797.8796757614543"
"af1890b4dbccbf8b6af56051a39bd4b13d1c971b","463.3355535282663"
"f4f7888cfe88b7a3b0f3d94749921976353ae82c","472.42694339899657"
"cdf60a765205a4e99eab17c72a68ff9cfd019dc6","472.27727014360113"
"2e466f15ac7b80870736fac2d0cf4bd7f362e852","449.1973765086221"
"85fd1d2ab6ab9205e3ca4770dd1f6205e1f3de70","2.4151728125008276"
"fc83a5c665f70f39b4c7d326118cbf21a898e660","596.5910074025128"
"c26fbd904781a4f6c37a8f8969778f687c6c1424","2.4151728125008276"
"ced4913c2220be57c54bc9f87bb4f441d5976671","448.3906878425911"
"880ade460a231d722e8bb0e4d17f3c8f77663d37","418.8002581480054"
"7c869f5b89ddf3130c87011b6508ee59e32682c5","439.7783683593447"
"9027f65d4e576928ca59690c280050c53d66506a","702.5259865716794"
"09eb415bcb9842d207139c8bddf32427a134d51e","507.2506360558343"
"f8224c83e27f4921df62876f7ff660b1dab3d974","462.7001749383805"
"628b91ee9b4e1e4564424fbfff2ea9f8eddca032","2.4151728125008276"
"dfec3182aec0997207e0845b072498065ec89aac","678.5498854240016"
"d653549f6d0ba70e2113b2cc56e9a83e331d2462","562.0894670004067"
"e95674df974af80342f676ca9e3540aecec2b8dc","480.09502901093344"
"f9333cc1eb8af5bca5469d91e2c5d5f661b118ea","528.0520441565285"
"2b7b15015ab18dc51893827c7e3f01d931a70410","2.4151728125008276"
"22d86e8b43a9412df86ec15ac231b9919e3ec905","452.9657244704941"
"1c61035799f6afe7f44c1fb68567d7a8945c3943","598.616950278469"
"d5ed4b8732b0d7127a64f7e71137d321c56cc198","426.8752000398932"
"63edbbe59337f861a710bee4fe8a691d231f23da","421.13385718530054"
"f62bf9257782d839d38f84376b79611ed0de655d","2.4151728125008276"
"cf14952b5b09ad1a9497769e3a08da2fd74c6102","2.4151728125008276"
"21b8ef230efbfca6b5f15b36a3243d76ed390967","491.2627540278695"
"fdfca50f5e6cacd5b30bc546f0fbc271e9a312ff","414.04029498219137"
"467fdbfc0c6cab31b0d85ec5e373d82fa3790321","2.4151728125008276"
"3de3c134579726fe4606b7a05f82ce19f00adb09","669.8103810264877"
"0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c","431.96705806914457"
"bdaf0955746c2cdd3b9ac2538c7502d312fffed8","413.9538465619222"
"520c60d32fd2af8be76abd332859b36d8ae45900","457.9940633985934"
"6cb6e2310b52c2898e500f81bea938446592568b","480.6045754742083"
"0193b535914e1c5a445bede11a408bf1709cd3cb","466.0181406032745"
"f3669f0c65dbf99cdf8f5f176587e84d5fc7560f","485.8284107751434"
"c512a461034cd90a9c5f1a32332b748041cfeba3","2.4151728125008276"
"6f77bbe0fc418131d06d15f50b30073eae680dbb","2.4151728125008276"
"9b378e3937af8e97d4753cdf0c8917306354aaaf","468.4106511611821"
"1c92f54a5fe563622a0e23cf116461a7e147efd8","539.0439339428011"
"90facc45f7578775e3278aa0bd4fb59dad4d37c1","434.012743743623"
"563bd02a1204c85e79026a020ba5af29bce95c12","17.42417041316355"
"c8062c4cc7e023996bd37b87295f5a2957ddb172","458.8528143538234"
"ea7cc5987f9cc7f756d501961f64fa5769013823","2.4151728125008276"
"f654c32a17935317b2e91d8e16aa8dcbf88e2ef2","569.3156695400212"
"7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6","434.0806808190372"
"1b61f7e184c7040ae4cea725153965e1f7f75308","435.2488523519146"
"aea68e00d370c2a0cfd02bf868824dec427bf23a","2.4151728125008276"
"bdfdc7207977f88b15b3d0559fbf6f05b970c9cb","2.4151728125008276"
"95a9c65324583892b2d1a0c1c5163488f92d4a6d","421.2196545563669"
"5b7e7632cf766876026d0da6aa7c6df77bc13438","440.66578507528345"
"a3be14b06b7aef01331da18e7a1678222b563151","2.4151728125008276"
"92b8965cf3fb76d11e5061f26e577c23d212b9c5","2.4151728125008276"
"96fd0462597b8cf21b1e918c1947106cd8359e5d","510.6278423222208"
"5c1cef937c40bf8c30c119160bedde7ef679454e","617.4793026491329"
"27dce80bee1eadbcd82bc7d09adb063e116870f6","2.4151728125008276"
"271a7e5b703fc3f29f6669415048a760e6355c5b","2.4151728125008276"
"e39fbeab552a4b6492346d821d095c3a0d691555","434.56543476223396"
"93694c58636eabfe86550e734efb3775ba4d739f","480.295041687031"
"8982636d1f9cc5832eddae4d8a04ee2c6adbaebd","661.2839492193827"
"6c05e70130682975c1485a862b6e08b895650671","432.6709847695669"
"8db36ae38c19710d51d3715a6b2a5ecd84f94ff4","422.35551238714555"
"15043d6ede69cc06a2f2a72afcb05c1cdb5870d6","416.0881244280103"
"283df09083d3c7bec2590f22355c7ba32ec88623","486.141088511734"
"40b96e97dc29dfc990656e30c1038e846b6c8ff2","2.4151728125008276"
"ff362d0a648559b9146fb97ee248eb423c3d6a50","2.4151728125008276"
